cycle,investor_percent_share,exotic_price_per_bdft,native_price_per_bdft,length(trees where ((each.type = NATIVE) and (each.state = SEEDLING))),length(trees where ((each.type = NATIVE) and (each.state = SAPLING))),length(trees where ((each.type = NATIVE) and (each.state = POLE))),length(trees where ((each.type = NATIVE) and (each.state = ADULT))),length(trees where ((each.type = EXOTIC) and (each.state = SEEDLING))),length(trees where ((each.type = EXOTIC) and (each.state = SAPLING))),length(trees where ((each.type = EXOTIC) and (each.state = POLE))),length(trees where ((each.type = EXOTIC) and (each.state = ADULT))),management_running_cost,ITP_running_earning,net_running_earning,partners_earning,independent_earning,investor_total_profit,total_investment_cost,total_investments
135,0.75,45.06,49.35,59149,80452,38854,10233,5924,42372,8179,34003,6407305.482682917,3171127.0941961925,-3236178.388486725,17863.515533529066,0.0,0.0,0.0,0
136,0.75,45.06,49.35,58458,79825,38817,10252,5744,41247,8146,33942,6448983.196101364,3185956.0764884586,-3263027.119612905,15053.239444236457,0.0,0.0,0.0,0
137,0.75,45.06,49.35,66872,79119,38870,10263,5562,40267,8114,33892,6493468.622314886,3217000.4508672776,-3276468.1714476086,25932.582625125637,0.0,0.0,0.0,0
138,0.75,45.06,49.35,74668,78566,38828,10279,5398,39312,8033,33887,6528376.880527462,3238216.0696225017,-3290160.81090496,16866.634142488278,0.0,0.0,0.0,0
139,0.75,45.06,49.35,81241,77995,38758,10293,5245,38273,7437,34400,6559325.784982823,3281000.4467526437,-3278325.338230179,13011.399776492804,0.0,0.0,0.0,0
140,0.75,45.06,49.35,80291,77382,38768,10297,5107,37367,6896,34854,6607780.609477583,3298373.5947460667,-3309407.0147315166,13033.127076102275,0.0,0.0,0.0,0
141,0.75,45.06,49.35,78583,77597,38628,10337,4960,36435,6462,35206,6630562.7541461615,3354158.735606092,-3276404.0185400695,11824.371179422395,0.0,0.0,0.0,0
142,0.75,45.06,49.35,72613,82060,38683,10350,4825,35547,6216,35368,6676446.056981933,3366335.4935007268,-3310110.5634812065,15485.89718082638,0.0,0.0,0.0,0
143,0.75,45.06,49.35,67921,85137,38758,10347,4694,34593,6140,35377,6700914.883807096,3406423.6276594554,-3294491.2561476403,14648.610651998999,0.0,0.0,0.0,0
144,0.75,45.06,49.35,62794,88800,38715,10356,4555,33742,6094,35339,6747899.184892422,3417277.961733521,-3330621.2231589006,18702.02179920442,0.0,0.0,0.0,0
145,0.75,45.06,49.35,60381,89796,38685,10350,31842,32901,6067,35304,6906031.196236788,3456454.771500627,-3449576.4247361613,12402.74760116178,0.0,0.0,0.0,0
146,0.75,45.06,49.35,59717,89015,38771,10351,30935,32053,6047,35258,6948397.3377665,3475803.5839591296,-3472593.7538073706,16262.394041749925,0.0,0.0,0.0,0
147,0.75,45.06,49.35,59039,88329,38666,10367,25868,35379,6014,35227,6965723.825820178,3519962.333580499,-3445761.4922396787,13713.170168109484,0.0,0.0,0.0,0
148,0.75,45.06,49.35,58356,87696,38595,10393,25110,34534,5791,35360,7017694.412350914,3556265.776179642,-3461428.6361712725,17749.144391317488,0.0,0.0,0.0,0
149,0.75,45.06,49.35,67431,87079,38492,10424,24369,33718,5410,35667,7058315.399651804,3578585.6759708123,-3479729.7236809917,17160.000746964455,0.0,0.0,0.0,0
150,0.75,45.06,49.35,75989,86299,38577,10456,23644,32853,5188,35822,7091381.254855385,3621256.128516498,-3470125.126338887,10618.403803019282,0.0,0.0,0.0,0
151,0.75,45.06,49.35,83950,85589,38584,10463,22994,32083,5018,35908,7125237.867959569,3634941.922235898,-3490295.945723671,20331.44943060191,0.0,0.0,0.0,0
152,0.75,45.06,49.35,82964,84992,38542,10485,22350,31323,4982,35876,7150380.0044830255,3683719.306895287,-3466660.6975877387,8263.55896214271,0.0,0.0,0.0,0
153,0.75,45.06,49.35,81480,84899,38537,10516,21690,30570,4936,35846,7209222.791751055,3711949.101752305,-3497273.68999875,35559.99813551806,0.0,0.0,0.0,0
154,0.75,45.06,49.35,76492,88268,38435,10569,21074,29861,4911,35795,7230762.337617184,3745748.5090032956,-3485013.8286138885,8335.182544082429,0.0,0.0,0.0,0
155,0.75,45.06,49.35,71626,91583,38432,10573,20507,29154,4878,35753,7279324.233673182,3778957.7316938266,-3500366.5019793557,14135.182763980878,0.0,0.0,0.0,0
156,0.75,45.06,49.35,65937,95652,38474,10592,19889,28466,4853,35705,7318555.377418771,3812456.388802773,-3506098.9886159985,20790.18980781119,0.0,0.0,0.0,0
157,0.75,45.06,49.35,63233,96827,38463,10601,25597,27840,4819,35663,7497126.902441317,3837986.3176351576,-3659140.5848061596,15165.385641665409,0.0,0.0,0.0,0
158,0.75,45.06,49.35,62508,96111,38426,10644,24899,27191,4793,35620,7525915.933689394,3877723.1856484353,-3648192.748040959,9920.623138833807,0.0,0.0,0.0,0
159,0.75,45.06,49.35,61738,95350,38450,10665,5898,44884,4773,35565,7568832.105700176,3905196.0502206436,-3663636.0554795326,11762.70679111111,0.0,0.0,0.0,0
160,0.75,45.06,49.35,61042,94570,38464,10693,5703,43711,4750,35507,7600229.950288394,3929646.539668552,-3670583.4106198414,17607.405437721754,0.0,0.0,0.0,0
161,0.75,45.06,49.35,68305,93708,38594,10696,5554,42658,4718,35473,7627447.524356593,3953811.0871206573,-3673636.437235936,7995.151500857797,0.0,0.0,0.0,0
162,0.75,45.06,49.35,77433,93077,38458,10752,5388,41635,4693,35439,7661790.322516019,3978590.467751919,-3683199.8547641006,12734.514422335153,0.0,0.0,0.0,0
163,0.75,45.06,49.35,86089,92444,38387,10777,5231,40628,4639,35427,7695672.222983551,4015914.5352603644,-3679757.687723187,15956.94860691429,0.0,0.0,0.0,0
164,0.75,45.06,49.35,85084,91728,38365,10796,5083,39599,4578,35430,7732175.551219598,4040088.946426922,-3692086.6047926764,8730.575062228972,0.0,0.0,0.0,0
165,0.75,45.06,49.35,83443,91678,38311,10802,4962,38613,4550,35415,7756746.045482006,4083667.447389079,-3673078.598092927,11335.011247914272,0.0,0.0,0.0,0
166,0.75,45.06,49.35,77932,95520,38308,10838,4829,37652,4509,35370,7808151.796322665,4107096.314898791,-3701055.4814238744,20553.778950800173,0.0,0.0,0.0,0
167,0.75,45.06,49.35,73470,98420,38202,10883,4692,36693,4447,35377,7844701.055023151,4142664.8745616116,-3702036.18046154,15643.260821567763,0.0,0.0,0.0,0
168,0.75,45.06,49.35,67980,102221,38174,10895,4557,35797,4107,35643,7880734.512709636,4172630.655753724,-3708103.8569559124,16938.31429240751,0.0,0.0,0.0,0
169,0.75,45.06,49.35,65081,103455,38177,10907,33320,34941,3969,35720,8047102.036557334,4194386.474501247,-3852715.562056087,11691.837879558072,0.0,0.0,0.0,0
170,0.75,45.06,49.35,64331,102547,38225,10938,32425,34128,3761,35860,8085858.454175896,4220197.128548066,-3865661.32562783,25336.526704930402,0.0,0.0,0.0,0
171,0.75,45.06,49.35,63635,101802,38121,10998,27307,37526,3698,35849,8123095.18361173,4249136.927696202,-3873958.255915528,14217.149742275233,0.0,0.0,0.0,0
172,0.75,45.06,49.35,62879,100968,38092,11015,26462,36628,3678,35807,8158425.128416935,4277181.665303115,-3881243.46311382,13200.005754157792,0.0,0.0,0.0,0
173,0.75,45.06,49.35,71290,100112,38157,11024,25731,35749,3613,35794,8192021.715473164,4298174.432134168,-3893847.2833389957,8615.55422985043,0.0,0.0,0.0,0
174,0.75,45.06,49.35,78745,99344,38102,11044,24985,34853,3572,35772,8224185.998401023,4333655.969947842,-3890530.0284531815,15283.738774259438,0.0,0.0,0.0,0
175,0.75,45.06,49.35,88048,98557,38120,11054,24287,34052,3519,35766,8251424.367668228,4356373.27456991,-3895051.093098318,6602.857384242425,0.0,0.0,0.0,0
176,0.75,45.06,49.35,87088,97711,38170,11080,23603,33281,3475,35760,8283382.27651129,4404646.267589421,-3878736.008921869,17760.22288871084,0.0,0.0,0.0,0
177,0.75,45.06,49.35,85371,97607,38202,11093,22917,32494,3453,35716,8329344.841816504,4434576.970067038,-3894767.8717494654,25315.509647886312,0.0,0.0,0.0,0
178,0.75,45.06,49.35,79340,101888,38242,11099,22296,31335,3804,35692,8360077.480746705,4473977.140663994,-3886100.3400827115,5217.851271111111,0.0,0.0,0.0,0
179,0.75,45.06,49.35,74544,105034,38178,11122,21692,30279,4063,35642,8413089.347671939,4506521.092006944,-3906568.255664995,22972.575658066162,0.0,0.0,0.0,0
180,0.75,45.06,49.35,69463,108429,38095,11155,21051,29352,4255,35585,8452812.080321172,4514409.0024624085,-3938403.0778587637,16736.00124952566,0.0,0.0,0.0,0
181,0.75,45.06,49.35,66995,109199,38058,11166,26838,28618,4263,35555,8618636.497407006,4554543.658516057,-4064092.8388909493,8217.520175726497,0.0,0.0,0.0,0
182,0.75,45.06,49.35,66240,108319,38009,11172,26099,27951,4231,35501,8665243.627883706,4566030.411648465,-4099213.216235241,20955.149679609032,0.0,0.0,0.0,0
183,0.75,45.06,49.35,65424,107514,37963,11190,6033,46561,4198,35468,8687501.008318609,4608580.184326429,-4078920.8239921797,11599.628498900285,0.0,0.0,0.0,0
184,0.75,45.06,49.35,64645,106580,37951,11202,5865,45400,4163,35416,8726000.876029998,4641349.92127061,-4084650.954759388,16317.358121111376,0.0,0.0,0.0,0
185,0.75,45.06,49.35,73736,105742,37925,11216,5709,44295,4118,35390,8768470.942944294,4680979.518541826,-4087491.424402468,20527.184854680883,0.0,0.0,0.0,0
186,0.75,45.06,49.35,82377,104869,37839,11236,5554,43202,4062,35377,8806395.764780397,4690662.029782054,-4115733.7349983426,12525.445138070187,0.0,0.0,0.0,0
187,0.75,45.06,49.35,90034,103993,37814,11254,5404,42186,4019,35348,8835630.71592959,4748361.699464249,-4087269.0164653407,13358.545532555016,0.0,0.0,0.0,0
188,0.75,45.06,49.35,88965,103181,37778,11270,5255,41197,3988,35308,8878651.99334593,4751797.948383819,-4126854.04496211,20843.478337502165,0.0,0.0,0.0,0
189,0.75,45.06,49.35,87158,103157,37757,11297,5118,40234,3966,35281,8919493.214926546,4791088.193604227,-4128405.0213223193,27472.221330806897,0.0,0.0,0.0,0
190,0.75,45.06,49.35,80750,107836,37695,11317,4996,39226,3843,35379,8964492.663874649,4809791.680151567,-4154700.9837230816,8839.057931353876,0.0,0.0,0.0,0
191,0.75,45.06,49.35,75548,111290,37656,11320,4878,38228,3575,35608,8997553.711497715,4861908.4053838095,-4135645.3061139053,14778.147278421142,0.0,0.0,0.0,0
192,0.75,45.06,49.35,69796,115137,37710,11367,4734,37332,3479,35645,9045192.932462035,4889689.906315568,-4155503.026146467,15166.497380062163,0.0,0.0,0.0,0
193,0.75,45.06,49.35,66939,116199,37692,11398,33493,36442,3366,35704,9217269.203874946,4924406.838113126,-4292862.365761819,18254.28981604162,0.0,0.0,0.0,0
194,0.75,45.06,49.35,66196,115326,37652,11407,32502,35585,3199,35796,9261442.452313958,4943693.913090646,-4317748.5392233115,15811.51961453564,0.0,0.0,0.0,0
195,0.75,45.06,49.35,65445,114424,37603,11416,27239,39061,2929,36012,9287219.15150738,4979232.484412044,-4307986.667095335,12880.858255834946,0.0,0.0,0.0,0
196,0.75,45.06,49.35,64702,113444,37626,11441,26446,38122,2855,36028,9323725.474766985,5010395.63925188,-4313329.835515104,16557.703357220445,0.0,0.0,0.0,0
197,0.75,45.06,49.35,74372,112396,37613,11497,25665,37179,2750,36061,9354780.276448049,5046153.2104330035,-4308627.066015045,9483.124217346707,0.0,0.0,0.0,0
198,0.75,45.06,49.35,83611,111501,37626,11509,24916,36319,2716,36025,9398253.711864352,5077777.100426564,-4320476.611437788,20103.88663287835,0.0,0.0,0.0,0
199,0.75,45.06,49.35,92347,110585,37588,11519,24216,35402,2686,35988,9424340.70758507,5107542.069736109,-4316798.637848961,16010.74404646566,0.0,0.0,0.0,0
200,0.75,45.06,49.35,91252,109854,37466,11551,23537,34590,2660,35956,9464236.435938794,5131084.803381927,-4333151.632556867,15250.037565452776,0.0,0.0,0.0,0
201,0.75,45.06,49.35,89524,109648,37443,11596,22906,33762,2599,35957,9505288.981695078,5155591.893317033,-4349697.088378046,17055.177524934283,0.0,0.0,0.0,0
202,0.75,45.06,49.35,83798,113466,37381,11622,22252,32612,2928,35928,9543081.551014248,5176415.2378526535,-4366666.313161595,10385.826727657775,0.0,0.0,0.0,0
203,0.75,45.06,49.35,78428,116855,37366,11628,21605,31620,3150,35905,9565421.006466668,5216099.96730312,-4349321.0391635485,9909.5374282601,0.0,0.0,0.0,0
204,0.75,45.06,49.35,72138,121225,37398,11659,20984,30662,3329,35867,9631513.974146366,5243323.6802462125,-4388190.293900154,33032.84119239095,0.0,0.0,0.0,0
205,0.75,45.06,49.35,69215,122259,37337,11702,26754,29900,3331,35830,9784342.281060617,5277330.254631899,-4507012.026428718,6196.538649625822,0.0,0.0,0.0,0
206,0.75,45.06,49.35,68409,121462,37194,11720,26008,29190,3301,35790,9817386.573163746,5300676.832305238,-4516709.740858508,10732.24726062902,0.0,0.0,0.0,0
207,0.75,45.06,49.35,67596,120397,37156,11723,5937,47856,3266,35753,9848107.775081947,5320841.325727775,-4527266.449354173,16640.09952510094,0.0,0.0,0.0,0
208,0.75,45.06,49.35,66802,119300,37206,11744,5762,46701,3127,35823,9879386.660883814,5340850.419820963,-4538536.241062851,10455.794343760788,0.0,0.0,0.0,0
209,0.75,45.06,49.35,75009,118322,37196,11775,5604,45500,2862,36017,9922463.162618631,5367357.025571204,-4555106.137047428,19431.094335005946,0.0,0.0,0.0,0
210,0.75,45.06,49.35,84733,117337,37178,11799,5457,44391,2790,36020,9951248.45570574,5389053.443462957,-4562195.012242783,6588.748630068586,0.0,0.0,0.0,0
211,0.75,45.06,49.35,94058,116341,37251,11815,5300,43259,2685,36061,9971761.55596221,5433632.839209993,-4538128.716752217,10616.793910853083,0.0,0.0,0.0,0
212,0.75,45.06,49.35,92965,115425,37159,11861,5160,42194,2610,36063,10023779.84935078,5447686.4635523595,-4576093.385798421,19813.384489818156,0.0,0.0,0.0,0
213,0.75,45.06,49.35,91154,115262,37188,11889,5023,41137,2566,36047,10054484.428324576,5507763.118781995,-4546721.309542581,8866.351021109675,0.0,0.0,0.0,0
214,0.75,45.06,49.35,84996,119451,37157,11926,4894,40116,2588,36011,10104803.086970337,5530839.184579436,-4573963.902390901,8513.176848484849,0.0,0.0,0.0,0
215,0.75,45.06,49.35,80055,122376,37201,11926,4762,39104,2597,35971,10142174.507530177,5581473.950175756,-4560700.557354421,26808.03824860735,0.0,0.0,0.0,0
216,0.75,45.06,49.35,74036,126474,37157,11925,4642,38096,2600,35932,10187871.562169516,5611188.800875376,-4576682.7612941405,15348.780582123281,0.0,0.0,0.0,0
217,0.75,45.06,49.35,70965,127679,37125,11951,33739,37203,2580,35890,10365397.091333894,5645586.615213567,-4719810.476120327,22980.20923652433,0.0,0.0,0.0,0
218,0.75,45.06,49.35,70171,126668,37064,11966,32766,36314,2557,35843,10396492.98534117,5668973.687245174,-4727519.2980959965,15236.796683801964,0.0,0.0,0.0,0
219,0.75,45.06,49.35,69331,125722,37011,11979,27572,39727,2534,35798,10442354.89745132,5694652.674307385,-4747702.223143935,25759.750027098184,0.0,0.0,0.0,0
220,0.75,45.06,49.35,68534,124500,37121,11982,26727,38810,2509,35747,10483301.263433585,5721049.008419811,-4762252.255013774,20940.502489806542,0.0,0.0,0.0,0
221,0.75,45.06,49.35,77630,123436,37153,12020,26020,37925,2480,35702,10524940.647128649,5742309.798377348,-4782630.848751301,14005.349553573467,0.0,0.0,0.0,0
222,0.75,45.06,49.35,86011,122476,37093,12064,25253,37027,2441,35674,10550973.991891867,5784902.778010322,-4766071.213881545,11050.884152319484,0.0,0.0,0.0,0
223,0.75,45.06,49.35,95853,121538,37051,12082,24540,36177,2417,35621,10592634.284747342,5799817.321425228,-4792816.963322113,22013.585222987633,0.0,0.0,0.0,0
224,0.75,45.06,49.35,94750,120664,37000,12090,23808,35319,2400,35582,10629486.984222852,5841686.615949389,-4787800.368273463,23197.608743368663,0.0,0.0,0.0,0
225,0.75,45.06,49.35,92812,120489,36922,12127,23098,34476,2371,35539,10678290.351729576,5865693.677709849,-4812596.674019727,13794.504932735392,0.0,0.0,0.0,0
226,0.75,45.06,49.35,86209,124977,36926,12146,22436,33326,2704,35500,10716572.517963719,5910108.752341275,-4806463.7656224435,18930.27992373301,0.0,0.0,0.0,0
227,0.75,45.06,49.35,80949,128185,36899,12181,21766,32309,2928,35444,10767195.033289483,5935879.267250008,-4831315.766039475,20047.756223415206,0.0,0.0,0.0,0
228,0.75,45.06,49.35,75127,132166,36869,12183,21106,31383,3079,35404,10816828.395222623,5978243.860034751,-4838584.535187872,28755.44913087962,0.0,0.0,0.0,0
229,0.75,45.06,49.35,72379,132846,36865,12209,27147,30634,3083,35364,10988126.14280371,6003557.321873958,-4984568.820929752,11573.45212843948,0.0,0.0,0.0,0
230,0.75,45.06,49.35,71587,131803,36830,12225,26343,29892,3029,35330,11014962.5080744,6046982.2626320375,-4967980.245442362,19671.711117116472,0.0,0.0,0.0,0
231,0.75,45.06,49.35,70751,130769,36749,12260,6195,48618,2956,35328,11063411.715028178,6072091.543627675,-4991320.171400503,19258.1431304049,0.0,0.0,0.0,0
232,0.75,45.06,49.35,69911,129626,36789,12270,5975,47407,2912,35300,11095979.62763517,6108201.000148743,-4987778.627486426,17427.9266390021,0.0,0.0,0.0,0
233,0.75,45.06,49.35,79478,128586,36772,12280,5779,46169,2851,35280,11132312.096643128,6130303.342403241,-5002008.754239886,12787.30217983443,0.0,0.0,0.0,0
234,0.75,45.06,49.35,88745,127658,36645,12332,5600,45059,2790,35280,11167953.133838207,6173395.861909105,-4994557.271929101,16316.504784204824,0.0,0.0,0.0,0
235,0.75,45.06,49.35,97293,126621,36698,12360,5433,43966,2743,35253,11213924.040461732,6199709.130849889,-5014214.9096118435,18579.1608538582,0.0,0.0,0.0,0
236,0.75,45.06,49.35,96163,125509,36689,12386,5300,42894,2710,35206,11235979.279565655,6225821.05837406,-5010158.221191594,13946.103936399562,0.0,0.0,0.0,0
237,0.75,45.06,49.35,94205,125493,36640,12408,5152,41840,2661,35176,11279361.587637918,6274119.883061115,-5005241.704576803,13017.364628686864,0.0,0.0,0.0,0
238,0.75,45.06,49.35,87299,130309,36596,12428,5026,40717,2695,35166,11323956.281469733,6294430.799495139,-5029525.481974593,15231.863204067924,0.0,0.0,0.0,0
239,0.75,45.06,49.35,81622,133942,36548,12460,4879,39659,2699,35148,11354089.81359369,6366733.22949035,-4987356.584103339,16535.788006464645,0.0,0.0,0.0,0
240,0.75,45.06,49.35,75499,138086,36441,12483,4751,38701,2704,35088,11403714.893714182,6370858.969513228,-5032855.924200954,21721.932485433623,0.0,0.0,0.0,0
241,0.75,45.06,49.35,72470,138997,36514,12493,33252,37736,2669,35072,11568559.469870595,6426837.804737443,-5141721.665133152,18725.247010909094,0.0,0.0,0.0,0
242,0.75,45.06,49.35,71635,137846,36546,12514,32253,36825,2631,35041,11618472.29423153,6443177.42667404,-5175294.86755749,19108.122855567897,0.0,0.0,0.0,0
243,0.75,45.06,49.35,70846,136674,36561,12523,27004,40285,2575,35039,11636303.206454007,6491296.561588646,-5145006.644865361,13766.862907630144,0.0,0.0,0.0,0
244,0.75,45.06,49.35,70018,135528,36585,12553,26200,39298,2550,34982,11683502.977743087,6539688.523400928,-5143814.454342159,21864.243750002133,0.0,0.0,0.0,0
245,0.75,45.06,49.35,80177,134404,36543,12561,25434,38371,2511,34948,11727687.619726036,6577015.920173854,-5150671.699552182,25632.71169835413,0.0,0.0,0.0,0
246,0.75,45.06,49.35,89932,133383,36511,12600,24636,37403,2489,34902,11774726.813096212,6611605.185254904,-5163121.627841308,10486.665777777778,0.0,0.0,0.0,0
247,0.75,45.06,49.35,99282,132222,36494,12641,23910,36534,2424,34897,11804049.32893454,6647123.795942216,-5156925.532992323,12950.47004258546,0.0,0.0,0.0,0
248,0.75,45.06,49.35,98148,131215,36381,12688,23163,35678,2372,34876,11846098.217872867,6681978.130230243,-5164120.087642624,20759.089919623664,0.0,0.0,0.0,0
249,0.75,45.06,49.35,96248,131072,36318,12702,22520,34868,2233,34940,11891757.388252001,6721670.054814586,-5170087.333437415,11038.389975727725,0.0,0.0,0.0,0
250,0.75,45.06,49.35,89977,135222,36245,12734,21867,33695,2547,34962,11930560.76025049,6760253.258455243,-5170307.501795247,16480.937937824212,0.0,0.0,0.0,0
251,0.75,45.06,49.35,84180,138825,36212,12743,21226,32590,2755,34958,11975595.247106612,6786439.964781072,-5189155.28232554,14587.405733701711,0.0,0.0,0.0,0
252,0.75,45.06,49.35,77606,143200,36177,12794,20622,31644,2873,34984,12006177.931059087,6829621.505393655,-5176556.425665432,13211.651978387952,0.0,0.0,0.0,0
253,0.75,45.06,49.35,74491,144354,36157,12815,26536,30864,2842,34977,12187653.681126796,6876002.084953761,-5311651.596173035,23311.80580937185,0.0,0.0,0.0,0
254,0.75,45.06,49.35,73668,143194,36118,12832,25775,30174,2810,34937,12221863.772299781,6900198.968093455,-5321664.804206327,17731.308599700264,0.0,0.0,0.0,0
255,0.75,45.06,49.35,72805,142046,36103,12886,6122,48413,2773,34897,12250332.395355422,6943539.207355052,-5306793.18800037,9806.686885108478,0.0,0.0,0.0,0
256,0.75,45.06,49.35,71937,140836,36133,12935,5956,47194,2734,34851,12292213.305032436,6963472.178357333,-5328741.126675103,15968.420797889565,0.0,0.0,0.0,0
257,0.75,45.06,49.35,81161,139618,36137,12983,5773,45999,2697,34817,12327679.81747197,6998950.201226565,-5328729.616245405,10269.806426751195,0.0,0.0,0.0,0
258,0.75,45.06,49.35,91364,138611,36069,12989,5603,44870,2664,34777,12349625.201589853,7032972.231082524,-5316652.970507328,8621.174222762931,0.0,0.0,0.0,0
259,0.75,45.06,49.35,101216,137470,36092,12987,5450,43754,2626,34733,12382887.258230856,7080938.3671532795,-5301948.891077576,21505.396829179525,0.0,0.0,0.0,0
260,0.75,45.06,49.35,100019,136325,36099,12990,5312,42703,2577,34693,12425291.840715393,7115212.573299534,-5310079.26741586,19666.372833736008,0.0,0.0,0.0,0
261,0.75,45.06,49.35,98015,136012,36136,12995,5144,41660,2540,34660,12462296.322040245,7148709.005220842,-5313587.316819403,14807.143016144057,0.0,0.0,0.0,0
262,0.75,45.06,49.35,91267,140529,36084,13008,5019,40568,2588,34612,12500052.259023085,7165103.331469053,-5334948.927554032,14651.632336752431,0.0,0.0,0.0,0
263,0.75,45.06,49.35,85746,143762,36081,13014,4867,39474,2622,34572,12538798.92689637,7214055.565485112,-5324743.361411257,7284.392554382715,0.0,0.0,0.0,0
264,0.75,45.06,49.35,79340,148108,36061,13022,4711,38504,2647,34532,12593036.775969835,7248053.930675382,-5344982.845294453,14740.153750726806,0.0,0.0,0.0,0
265,0.75,45.06,49.35,76116,149216,36013,13038,32636,37552,2627,34489,12748600.091684815,7300988.563916985,-5447611.52776783,14458.018990476037,0.0,0.0,0.0,0
266,0.75,45.06,49.35,75321,148039,36048,13054,31645,36659,2583,34444,12789446.053357495,7320807.760190846,-5468638.293166649,22418.458553510613,0.0,0.0,0.0,0
